filename,total_words,exact_count,compound_count,proper_name_count,oov_count,archaic_icelandic_count,archaic_z_unverified_count,in_bin_ratio,exact_ratio,compound_ratio,proper_name_ratio,oov_ratio,archaic_icelandic_ratio,archaic_z_unverified_ratio
claude_sonnet46_academic_prompt_014.txt,1286,1085,52,86,63,0,0,0.951011,0.843701,0.040435,0.066874,0.048989,0.000000,0.000000
claude_sonnet46_academic_prompt_015.txt,1991,1870,49,2,70,0,0,0.964842,0.939227,0.024611,0.001005,0.035158,0.000000,0.000000
claude_sonnet46_blog_prompt_001.txt,1231,1176,22,21,12,0,0,0.990252,0.955321,0.017872,0.017059,0.009748,0.000000,0.000000
claude_sonnet46_blog_prompt_002.txt,1582,1532,9,23,18,0,0,0.988622,0.968394,0.005689,0.014539,0.011378,0.000000,0.000000
claude_sonnet46_blog_prompt_003.txt,2068,2009,19,27,13,0,0,0.993714,0.971470,0.009188,0.013056,0.006286,0.000000,0.000000
claude_sonnet46_blog_prompt_004.txt,1903,1813,30,20,40,0,1,0.978981,0.952706,0.015765,0.010510,0.021019,0.000000,0.000525
claude_sonnet46_blog_prompt_005.txt,1712,1668,17,16,11,0,0,0.993575,0.974299,0.009930,0.009346,0.006425,0.000000,0.000000
claude_sonnet46_blog_prompt_006.txt,1546,1499,16,23,8,0,0,0.994825,0.969599,0.010349,0.014877,0.005175,0.000000,0.000000
claude_sonnet46_blog_prompt_007.txt,1706,1660,12,20,14,0,0,0.991794,0.973036,0.007034,0.011723,0.008206,0.000000,0.000000
claude_sonnet46_blog_prompt_008.txt,1725,1657,12,19,37,0,0,0.978551,0.960580,0.006957,0.011014,0.021449,0.000000,0.000000
claude_sonnet46_blog_prompt_009.txt,1605,1504,15,44,42,0,1,0.973832,0.937072,0.009346,0.027414,0.026168,0.000000,0.000623
claude_sonnet46_blog_prompt_010.txt,1191,1173,4,7,7,0,0,0.994123,0.984887,0.003359,0.005877,0.005877,0.000000,0.000000
claude_sonnet46_blog_prompt_011.txt,1848,1782,10,38,18,0,0,0.990260,0.964286,0.005411,0.020563,0.009740,0.000000,0.000000
claude_sonnet46_blog_prompt_012.txt,1878,1793,23,35,27,0,1,0.985623,0.954739,0.012247,0.018637,0.014377,0.000000,0.000532
claude_sonnet46_blog_prompt_013.txt,1652,1572,13,51,16,0,0,0.990315,0.951574,0.007869,0.030872,0.009685,0.000000,0.000000
claude_sonnet46_blog_prompt_014.txt,1658,1631,6,13,8,0,0,0.995175,0.983715,0.003619,0.007841,0.004825,0.000000,0.000000
claude_sonnet46_blog_prompt_015.txt,1447,1408,10,21,8,0,0,0.994471,0.973048,0.006911,0.014513,0.005529,0.000000,0.000000
claude_sonnet46_news_prompt_001.txt,1412,1338,12,52,10,0,0,0.992918,0.947592,0.008499,0.036827,0.007082,0.000000,0.000000
claude_sonnet46_news_prompt_002.txt,1446,1382,15,28,21,0,2,0.985477,0.955740,0.010373,0.019364,0.014523,0.000000,0.001383
claude_sonnet46_news_prompt_003.txt,1662,1597,20,20,25,0,0,0.984958,0.960890,0.012034,0.012034,0.015042,0.000000,0.000000
claude_sonnet46_news_prompt_004.txt,1663,1593,23,34,13,0,1,0.992183,0.957907,0.013830,0.020445,0.007817,0.000000,0.000601
claude_sonnet46_news_prompt_005.txt,1558,1475,28,43,12,0,0,0.992298,0.946727,0.017972,0.027599,0.007702,0.000000,0.000000
claude_sonnet46_news_prompt_006.txt,1739,1617,41,56,25,0,0,0.985624,0.929845,0.023577,0.032202,0.014376,0.000000,0.000000
claude_sonnet46_news_prompt_007.txt,1840,1742,17,66,15,0,0,0.991848,0.946739,0.009239,0.035870,0.008152,0.000000,0.000000
claude_sonnet46_news_prompt_008.txt,1316,1257,12,31,16,0,1,0.987842,0.955167,0.009119,0.023556,0.012158,0.000000,0.000760
claude_sonnet46_news_prompt_009.txt,1598,1518,12,63,5,0,0,0.996871,0.949937,0.007509,0.039424,0.003129,0.000000,0.000000
claude_sonnet46_news_prompt_010.txt,1507,1427,13,29,38,0,0,0.974784,0.946914,0.008626,0.019244,0.025216,0.000000,0.000000
claude_sonnet46_news_prompt_011.txt,1655,1607,5,38,5,0,0,0.996979,0.970997,0.003021,0.022961,0.003021,0.000000,0.000000
claude_sonnet46_news_prompt_012.txt,1528,1454,13,26,35,0,0,0.977094,0.951571,0.008508,0.017016,0.022906,0.000000,0.000000
claude_sonnet46_news_prompt_013.txt,1606,1521,14,64,7,0,0,0.995641,0.947073,0.008717,0.039851,0.004359,0.000000,0.000000
claude_sonnet46_news_prompt_014.txt,2003,1843,39,93,28,0,0,0.986021,0.920120,0.019471,0.046430,0.013979,0.000000,0.000000
claude_sonnet46_news_prompt_015.txt,2781,2538,20,120,103,0,0,0.962963,0.912621,0.007192,0.043150,0.037037,0.000000,0.000000
claude_sonnet_46_unseen_prompt_001.txt,2566,2360,28,129,49,0,0,0.980904,0.919719,0.010912,0.050273,0.019096,0.000000,0.000000
claude_sonnet_46_unseen_prompt_002.txt,1616,1547,15,18,36,0,0,0.977723,0.957302,0.009282,0.011139,0.022277,0.000000,0.000000
claude_sonnet_46_unseen_prompt_003.txt,1867,1731,9,91,36,0,0,0.980718,0.927156,0.004821,0.048741,0.019282,0.000000,0.000000
claude_sonnet_46_unseen_prompt_004.txt,1123,1088,13,6,16,0,0,0.985752,0.968833,0.011576,0.005343,0.014248,0.000000,0.000000
claude_sonnet_46_unseen_prompt_005.txt,2514,2389,20,62,43,0,0,0.982896,0.950278,0.007955,0.024662,0.017104,0.000000,0.000000
claude_sonnet_46_unseen_prompt_006.txt,1600,1504,23,10,63,0,0,0.960625,0.940000,0.014375,0.006250,0.039375,0.000000,0.000000
claude_sonnet_46_unseen_prompt_007.txt,2529,2448,16,32,33,0,0,0.986951,0.967972,0.006327,0.012653,0.013049,0.000000,0.000000
claude_sonnet_46_unseen_prompt_008.txt,2574,2428,20,69,57,0,0,0.977855,0.943279,0.007770,0.026807,0.022145,0.000000,0.000000
claude_sonnet_46_unseen_prompt_009.txt,1948,1780,33,77,58,0,1,0.970226,0.913758,0.016940,0.039528,0.029774,0.000000,0.000513
claude_sonnet_46_unseen_prompt_010.txt,1894,1728,20,93,53,0,0,0.972017,0.912355,0.010560,0.049102,0.027983,0.000000,0.000000
claude_sonnet_46_unseen_prompt_011.txt,1459,1362,21,17,59,0,0,0.959561,0.933516,0.014393,0.011652,0.040439,0.000000,0.000000
claude_sonnet_46_unseen_prompt_012.txt,1115,1062,9,9,35,0,0,0.968610,0.952466,0.008072,0.008072,0.031390,0.000000,0.000000
claude_sonnet_46_unseen_prompt_013.txt,1785,1704,27,30,24,0,0,0.986555,0.954622,0.015126,0.016807,0.013445,0.000000,0.000000
claude_sonnet_46_unseen_prompt_014.txt,2251,2144,27,16,64,0,0,0.971568,0.952466,0.011995,0.007108,0.028432,0.000000,0.000000
claude_sonnet_46_unseen_prompt_015.txt,1987,1910,31,15,31,0,0,0.984399,0.961248,0.015601,0.007549,0.015601,0.000000,0.000000
deepseek_expert_academic_prompt_001.txt,1248,1100,4,39,105,0,9,0.915865,0.881410,0.003205,0.031250,0.084135,0.000000,0.007212
deepseek_expert_academic_prompt_002.txt,1891,1755,44,36,56,0,0,0.970386,0.928080,0.023268,0.019038,0.029614,0.000000,0.000000
deepseek_expert_academic_prompt_003.txt,2510,2112,89,31,278,0,1,0.889243,0.841434,0.035458,0.012351,0.110757,0.000000,0.000398
deepseek_expert_academic_prompt_004.txt,1876,1735,44,27,70,0,1,0.962687,0.924840,0.023454,0.014392,0.037313,0.000000,0.000533
deepseek_expert_academic_prompt_005.txt,2620,2506,11,35,68,0,2,0.974046,0.956489,0.004198,0.013359,0.025954,0.000000,0.000763
deepseek_expert_academic_prompt_006.txt,2503,2401,25,23,54,0,0,0.978426,0.959249,0.009988,0.009189,0.021574,0.000000,0.000000
deepseek_expert_academic_prompt_007.txt,1648,1603,26,6,13,0,0,0.992112,0.972694,0.015777,0.003641,0.007888,0.000000,0.000000
deepseek_expert_academic_prompt_008.txt,2393,2335,17,24,17,0,0,0.992896,0.975763,0.007104,0.010029,0.007104,0.000000,0.000000
deepseek_expert_academic_prompt_009.txt,2132,2089,2,32,9,0,0,0.995779,0.979831,0.000938,0.015009,0.004221,0.000000,0.000000
deepseek_expert_academic_prompt_010.txt,2748,2681,31,10,26,0,1,0.990539,0.975619,0.011281,0.003639,0.009461,0.000000,0.000364
deepseek_expert_academic_prompt_011.txt,1718,1668,19,5,26,0,0,0.984866,0.970896,0.011059,0.002910,0.015134,0.000000,0.000000
deepseek_expert_academic_prompt_012.txt,1930,1851,26,12,41,0,0,0.978756,0.959067,0.013472,0.006218,0.021244,0.000000,0.000000
deepseek_expert_academic_prompt_013.txt,1617,1335,55,6,221,0,0,0.863327,0.825603,0.034014,0.003711,0.136673,0.000000,0.000000
deepseek_expert_academic_prompt_014.txt,1556,1441,57,13,45,0,0,0.971080,0.926093,0.036632,0.008355,0.028920,0.000000,0.000000
deepseek_expert_academic_prompt_015.txt,2252,2159,34,5,54,0,0,0.976021,0.958703,0.015098,0.002220,0.023979,0.000000,0.000000
deepseek_expert_blog_prompt_001.txt,2598,2458,36,78,26,0,0,0.989992,0.946112,0.013857,0.030023,0.010008,0.000000,0.000000
deepseek_expert_blog_prompt_002.txt,3056,2960,13,65,18,0,0,0.994110,0.968586,0.004254,0.021270,0.005890,0.000000,0.000000
deepseek_expert_blog_prompt_003.txt,1754,1720,11,14,9,0,0,0.994869,0.980616,0.006271,0.007982,0.005131,0.000000,0.000000
deepseek_expert_blog_prompt_004.txt,2333,2243,13,32,45,0,0,0.980712,0.961423,0.005572,0.013716,0.019288,0.000000,0.000000
deepseek_expert_blog_prompt_005.txt,2555,2479,20,50,6,0,0,0.997652,0.970254,0.007828,0.019569,0.002348,0.000000,0.000000
deepseek_expert_blog_prompt_006.txt,2853,2683,25,75,70,0,0,0.975464,0.940414,0.008763,0.026288,0.024536,0.000000,0.000000
deepseek_expert_blog_prompt_007.txt,1826,1800,4,18,4,0,0,0.997809,0.985761,0.002191,0.009858,0.002191,0.000000,0.000000
deepseek_expert_blog_prompt_008.txt,2313,2224,10,25,54,0,0,0.976654,0.961522,0.004323,0.010808,0.023346,0.000000,0.000000
deepseek_expert_blog_prompt_009.txt,3740,3610,35,48,47,0,0,0.987433,0.965241,0.009358,0.012834,0.012567,0.000000,0.000000
deepseek_expert_blog_prompt_010.txt,4010,3914,4,80,12,0,0,0.997007,0.976060,0.000998,0.019950,0.002993,0.000000,0.000000
deepseek_expert_blog_prompt_011.txt,3049,2939,4,87,19,0,1,0.993768,0.963923,0.001312,0.028534,0.006232,0.000000,0.000328
deepseek_expert_blog_prompt_012.txt,1624,1549,18,38,19,0,2,0.988300,0.953818,0.011084,0.023399,0.011700,0.000000,0.001232
deepseek_expert_blog_prompt_013.txt,1799,1679,10,98,12,0,0,0.993330,0.933296,0.005559,0.054475,0.006670,0.000000,0.000000
deepseek_expert_blog_prompt_014.txt,2944,2915,8,18,3,0,0,0.998981,0.990149,0.002717,0.006114,0.001019,0.000000,0.000000
deepseek_expert_blog_prompt_015.txt,2334,2298,8,25,3,0,0,0.998715,0.984576,0.003428,0.010711,0.001285,0.000000,0.000000
deepseek_expert_news_prompt_001.txt,1512,1437,9,34,32,0,1,0.978836,0.950397,0.005952,0.022487,0.021164,0.000000,0.000661
deepseek_expert_news_prompt_002.txt,2591,2499,8,42,42,0,4,0.983790,0.964492,0.003088,0.016210,0.016210,0.000000,0.001544
deepseek_expert_news_prompt_003.txt,2836,2682,26,69,59,0,0,0.979196,0.945698,0.009168,0.024330,0.020804,0.000000,0.000000
deepseek_expert_news_prompt_004.txt,2401,2342,21,29,9,0,0,0.996252,0.975427,0.008746,0.012078,0.003748,0.000000,0.000000
deepseek_expert_news_prompt_005.txt,2148,2010,37,77,24,0,0,0.988827,0.935754,0.017225,0.035847,0.011173,0.000000,0.000000
deepseek_expert_news_prompt_006.txt,1965,1822,31,73,39,0,1,0.980153,0.927226,0.015776,0.037150,0.019847,0.000000,0.000509
deepseek_expert_news_prompt_007.txt,1628,1536,15,37,40,0,0,0.975430,0.943489,0.009214,0.022727,0.024570,0.000000,0.000000
deepseek_expert_news_prompt_009.txt,2012,1903,24,61,24,0,0,0.988072,0.945825,0.011928,0.030318,0.011928,0.000000,0.000000
deepseek_expert_news_prompt_010.txt,1643,1495,12,46,90,0,0,0.945222,0.909921,0.007304,0.027998,0.054778,0.000000,0.000000
deepseek_expert_news_prompt_011.txt,2507,2433,12,35,27,0,1,0.989230,0.970483,0.004787,0.013961,0.010770,0.000000,0.000399
deepseek_expert_news_prompt_012.txt,2320,2222,11,56,31,0,0,0.986638,0.957759,0.004741,0.024138,0.013362,0.000000,0.000000
deepseek_expert_news_prompt_013.txt,1816,1674,16,82,44,0,3,0.975771,0.921806,0.008811,0.045154,0.024229,0.000000,0.001652
deepseek_expert_news_prompt_014.txt,1819,1715,18,39,47,0,0,0.974162,0.942826,0.009896,0.021440,0.025838,0.000000,0.000000
deepseek_expert_news_prompt_015.txt,1559,1364,16,54,125,0,0,0.919820,0.874920,0.010263,0.034638,0.080180,0.000000,0.000000
deepseek_V32_expert_unseen_prompt_001.txt,2395,2293,9,82,11,0,0,0.995407,0.957411,0.003758,0.034238,0.004593,0.000000,0.000000
deepseek_V32_expert_unseen_prompt_002.txt,2846,2752,9,33,52,0,0,0.981729,0.966971,0.003162,0.011595,0.018271,0.000000,0.000000
deepseek_V32_expert_unseen_prompt_003.txt,1383,1324,4,33,22,0,0,0.984093,0.957339,0.002892,0.023861,0.015907,0.000000,0.000000
deepseek_V32_expert_unseen_prompt_004.txt,2837,2768,12,13,44,0,0,0.984491,0.975679,0.004230,0.004582,0.015509,0.000000,0.000000
deepseek_V32_expert_unseen_prompt_005.txt,3214,3081,8,100,25,0,1,0.992222,0.958619,0.002489,0.031114,0.007778,0.000000,0.000311
deepseek_V32_expert_unseen_prompt_006.txt,2683,2546,20,23,94,0,0,0.964965,0.948938,0.007454,0.008572,0.035035,0.000000,0.000000
deepseek_V32_expert_unseen_prompt_007.txt,2984,2934,19,18,13,0,0,0.995643,0.983244,0.006367,0.006032,0.004357,0.000000,0.000000
deepseek_V32_expert_unseen_prompt_008.txt,3382,3159,4,95,124,0,0,0.963335,0.934063,0.001183,0.028090,0.036665,0.000000,0.000000
deepseek_V32_expert_unseen_prompt_009.txt,2528,2386,14,98,30,0,0,0.988133,0.943829,0.005538,0.038766,0.011867,0.000000,0.000000
deepseek_V32_expert_unseen_prompt_010.txt,3308,3136,13,75,84,0,0,0.974607,0.948005,0.003930,0.022672,0.025393,0.000000,0.000000
deepseek_V32_expert_unseen_prompt_011.txt,2926,2761,14,26,125,0,0,0.957280,0.943609,0.004785,0.008886,0.042720,0.000000,0.000000
deepseek_V32_expert_unseen_prompt_012.txt,2760,2622,31,24,83,0,0,0.969928,0.950000,0.011232,0.008696,0.030072,0.000000,0.000000
deepseek_V32_expert_unseen_prompt_013.txt,2542,2404,13,74,51,0,0,0.979937,0.945712,0.005114,0.029111,0.020063,0.000000,0.000000
deepseek_V32_expert_unseen_prompt_014.txt,2104,2021,20,23,40,0,1,0.980989,0.960551,0.009506,0.010932,0.019011,0.000000,0.000475
deepseek_V32_expert_unseen_prompt_015.txt,2810,2666,25,41,78,0,0,0.972242,0.948754,0.008897,0.014591,0.027758,0.000000,0.000000
gemini_academic_prompt_010.txt,2142,2014,10,14,104,0,0,0.951447,0.940243,0.004669,0.006536,0.048553,0.000000,0.000000
gemini_academic_prompt_011.txt,1524,1430,19,3,72,0,0,0.952756,0.938320,0.012467,0.001969,0.047244,0.000000,0.000000
gemini_academic_prompt_012.txt,2376,2026,33,16,301,0,5,0.873316,0.852694,0.013889,0.006734,0.126684,0.000000,0.002104
gemini_academic_prompt_013.txt,2240,1732,52,20,436,0,3,0.805357,0.773214,0.023214,0.008929,0.194643,0.000000,0.001339
gemini_academic_prompt_014.txt,2593,2288,87,54,164,0,1,0.936753,0.882376,0.033552,0.020825,0.063247,0.000000,0.000386
gemini_academic_prompt_015.txt,2127,2024,13,12,78,0,0,0.963329,0.951575,0.006112,0.005642,0.036671,0.000000,0.000000
gemini_thinking_academic_prompt_001.txt,1980,1768,5,36,171,0,6,0.913636,0.892929,0.002525,0.018182,0.086364,0.000000,0.003030
gemini_thinking_academic_prompt_002.txt,2559,2290,45,37,187,0,0,0.926925,0.894881,0.017585,0.014459,0.073075,0.000000,0.000000
gemini_thinking_academic_prompt_003.txt,2061,1799,68,14,180,0,1,0.912664,0.872877,0.032994,0.006793,0.087336,0.000000,0.000485
gemini_thinking_academic_prompt_004.txt,1695,1502,32,12,149,0,0,0.912094,0.886136,0.018879,0.007080,0.087906,0.000000,0.000000
gemini_thinking_academic_prompt_005.txt,2112,1580,15,452,65,0,5,0.969223,0.748106,0.007102,0.214015,0.030777,0.000000,0.002367
gemini_thinking_academic_prompt_006.txt,2741,2615,9,20,97,0,0,0.964611,0.954031,0.003283,0.007297,0.035389,0.000000,0.000000
gemini_thinking_academic_prompt_007.txt,2546,2436,24,33,53,0,0,0.979183,0.956795,0.009427,0.012962,0.020817,0.000000,0.000000
gemini_thinking_academic_prompt_008.txt,2440,2295,18,64,63,0,0,0.974180,0.940574,0.007377,0.026230,0.025820,0.000000,0.000000
gemini_thinking_academic_prompt_009.txt,2204,2065,18,94,27,0,0,0.987750,0.936933,0.008167,0.042650,0.012250,0.000000,0.000000
gemini_blog_prompt_001.txt,2563,2491,8,47,17,0,0,0.993367,0.971908,0.003121,0.018338,0.006633,0.000000,0.000000
gemini_blog_prompt_002.txt,1226,1193,4,14,15,0,0,0.987765,0.973083,0.003263,0.011419,0.012235,0.000000,0.000000
gemini_blog_prompt_003.txt,2798,2728,10,45,15,0,0,0.994639,0.974982,0.003574,0.016083,0.005361,0.000000,0.000000
gemini_blog_prompt_004.txt,3271,3160,10,61,40,0,0,0.987771,0.966065,0.003057,0.018649,0.012229,0.000000,0.000000
gemini_blog_prompt_005.txt,2050,2009,8,21,12,0,0,0.994146,0.980000,0.003902,0.010244,0.005854,0.000000,0.000000
gemini_blog_prompt_006.txt,4175,4022,21,112,20,0,0,0.995210,0.963353,0.005030,0.026826,0.004790,0.000000,0.000000
gemini_blog_prompt_007.txt,3148,3062,12,54,20,0,0,0.993647,0.972681,0.003812,0.017154,0.006353,0.000000,0.000000
gemini_blog_prompt_008.txt,3374,3286,3,35,50,0,0,0.985181,0.973918,0.000889,0.010373,0.014819,0.000000,0.000000
gemini_blog_prompt_009.txt,2400,2279,12,49,60,0,0,0.975000,0.949583,0.005000,0.020417,0.025000,0.000000,0.000000
gemini_blog_prompt_010.txt,3330,3184,4,80,62,0,0,0.981381,0.956156,0.001201,0.024024,0.018619,0.000000,0.000000
gemini_blog_prompt_011.txt,2500,2376,9,69,46,0,0,0.981600,0.950400,0.003600,0.027600,0.018400,0.000000,0.000000
gemini_blog_prompt_012.txt,3217,3126,17,39,35,0,1,0.989120,0.971713,0.005284,0.012123,0.010880,0.000000,0.000311
gemini_blog_prompt_013.txt,2374,2247,10,98,19,0,0,0.991997,0.946504,0.004212,0.041281,0.008003,0.000000,0.000000
gemini_blog_prompt_014.txt,2108,2062,7,23,16,0,0,0.992410,0.978178,0.003321,0.010911,0.007590,0.000000,0.000000
gemini_blog_prompt_015.txt,2333,2289,10,30,4,0,0,0.998285,0.981140,0.004286,0.012859,0.001715,0.000000,0.000000
gemini_news_prompt_001.txt,3879,3757,8,82,32,0,0,0.991750,0.968549,0.002062,0.021139,0.008250,0.000000,0.000000
gemini_news_prompt_002.txt,2451,2364,4,45,38,0,1,0.984496,0.964504,0.001632,0.018360,0.015504,0.000000,0.000408
gemini_news_prompt_003.txt,2313,2214,13,37,49,0,0,0.978815,0.957198,0.005620,0.015997,0.021185,0.000000,0.000000
gemini_news_prompt_004.txt,2296,2218,9,57,12,0,0,0.994774,0.966028,0.003920,0.024826,0.005226,0.000000,0.000000
gemini_news_prompt_005.txt,4244,4116,12,73,43,0,0,0.989868,0.969840,0.002828,0.017201,0.010132,0.000000,0.000000
gemini_news_prompt_006.txt,2565,2448,7,72,38,0,0,0.985185,0.954386,0.002729,0.028070,0.014815,0.000000,0.000000
gemini_news_prompt_007.txt,2707,2544,17,72,74,0,0,0.972663,0.939786,0.006280,0.026598,0.027337,0.000000,0.000000
gemini_news_prompt_008.txt,2136,2056,4,39,37,0,1,0.982678,0.962547,0.001873,0.018258,0.017322,0.000000,0.000468
gemini_news_prompt_009.txt,2069,1981,9,53,26,0,0,0.987434,0.957467,0.004350,0.025616,0.012566,0.000000,0.000000
gemini_news_prompt_010.txt,2651,2450,11,60,130,0,0,0.950962,0.924180,0.004149,0.022633,0.049038,0.000000,0.000000
gemini_news_prompt_011.txt,2010,1927,2,35,46,0,0,0.977114,0.958706,0.000995,0.017413,0.022886,0.000000,0.000000
gemini_news_prompt_012.txt,2623,2518,6,49,50,0,0,0.980938,0.959970,0.002287,0.018681,0.019062,0.000000,0.000000
gemini_news_prompt_013.txt,2384,2230,14,96,44,0,0,0.981544,0.935403,0.005872,0.040268,0.018456,0.000000,0.000000
gemini_news_prompt_014.txt,2618,2467,10,59,82,0,1,0.968678,0.942322,0.003820,0.022536,0.031322,0.000000,0.000382
gemini_news_prompt_015.txt,2613,2393,7,120,93,0,0,0.964409,0.915806,0.002679,0.045924,0.035591,0.000000,0.000000
gemini_unseen_prompt_001.txt,1686,1582,15,75,14,0,0,0.991696,0.938316,0.008897,0.044484,0.008304,0.000000,0.000000
gemini_unseen_prompt_002.txt,2695,2536,8,59,92,0,0,0.965863,0.941002,0.002968,0.021892,0.034137,0.000000,0.000000
gemini_unseen_prompt_003.txt,2977,2748,7,122,100,0,0,0.966409,0.923077,0.002351,0.040981,0.033591,0.000000,0.000000
gemini_unseen_prompt_004.txt,1347,1255,5,26,61,0,0,0.954714,0.931700,0.003712,0.019302,0.045286,0.000000,0.000000
gemini_unseen_prompt_005.txt,3026,2802,9,138,77,0,0,0.974554,0.925975,0.002974,0.045605,0.025446,0.000000,0.000000
gemini_unseen_prompt_006.txt,2169,2015,19,23,112,0,0,0.948363,0.929000,0.008760,0.010604,0.051637,0.000000,0.000000
gemini_unseen_prompt_007.txt,1276,1263,1,4,8,0,0,0.993730,0.989812,0.000784,0.003135,0.006270,0.000000,0.000000
gemini_unseen_prompt_008.txt,2813,2585,15,96,117,0,2,0.958407,0.918948,0.005332,0.034127,0.041593,0.000000,0.000711
gemini_unseen_prompt_009.txt,3417,3137,17,143,120,0,0,0.964881,0.918057,0.004975,0.041850,0.035119,0.000000,0.000000
gemini_unseen_prompt_010.txt,2634,2328,22,102,182,0,0,0.930904,0.883827,0.008352,0.038724,0.069096,0.000000,0.000000
gemini_unseen_prompt_011.txt,2619,2427,19,32,141,0,0,0.946163,0.926690,0.007255,0.012218,0.053837,0.000000,0.000000
gemini_unseen_prompt_012.txt,2308,2197,11,24,76,0,0,0.967071,0.951906,0.004766,0.010399,0.032929,0.000000,0.000000
gemini_unseen_prompt_013.txt,3302,3065,29,73,135,0,0,0.959116,0.928225,0.008783,0.022108,0.040884,0.000000,0.000000
gemini_unseen_prompt_014.txt,2473,2361,18,20,74,0,0,0.970077,0.954711,0.007279,0.008087,0.029923,0.000000,0.000000
gemini_unseen_prompt_015.txt,2427,2284,22,29,92,0,0,0.962093,0.941080,0.009065,0.011949,0.037907,0.000000,0.000000
gpt5_academic_prompt_001.txt,1209,1193,1,4,11,0,0,0.990902,0.986766,0.000827,0.003309,0.009098,0.000000,0.000000
gpt5_academic_prompt_002.txt,1302,1290,7,1,4,0,0,0.996928,0.990783,0.005376,0.000768,0.003072,0.000000,0.000000
gpt5_academic_prompt_003.txt,970,939,24,2,5,0,0,0.994845,0.968041,0.024742,0.002062,0.005155,0.000000,0.000000
gpt5_academic_prompt_004.txt,1087,1073,6,5,3,0,0,0.997240,0.987121,0.005520,0.004600,0.002760,0.000000,0.000000
gpt5_academic_prompt_005.txt,976,959,5,5,7,0,0,0.992828,0.982582,0.005123,0.005123,0.007172,0.000000,0.000000
gpt5_academic_prompt_006.txt,1200,1185,3,0,12,0,0,0.990000,0.987500,0.002500,0.000000,0.010000,0.000000,0.000000
gpt5_academic_prompt_007.txt,1009,996,4,6,3,0,0,0.997027,0.987116,0.003964,0.005946,0.002973,0.000000,0.000000
gpt5_academic_prompt_008.txt,1014,1007,5,2,0,0,0,1.000000,0.993097,0.004931,0.001972,0.000000,0.000000,0.000000
gpt5_academic_prompt_009.txt,965,955,1,1,8,0,0,0.991710,0.989637,0.001036,0.001036,0.008290,0.000000,0.000000
gpt5_academic_prompt_010.txt,907,896,7,1,3,0,0,0.996692,0.987872,0.007718,0.001103,0.003308,0.000000,0.000000
gpt5_academic_prompt_011.txt,891,885,4,0,2,0,0,0.997755,0.993266,0.004489,0.000000,0.002245,0.000000,0.000000
gpt5_academic_prompt_012.txt,1148,1130,12,0,6,0,0,0.994774,0.984321,0.010453,0.000000,0.005226,0.000000,0.000000
gpt5_academic_prompt_013.txt,1119,1087,26,1,5,0,0,0.995532,0.971403,0.023235,0.000894,0.004468,0.000000,0.000000
gpt5_academic_prompt_014.txt,781,741,20,2,18,0,0,0.976953,0.948784,0.025608,0.002561,0.023047,0.000000,0.000000
gpt5_academic_prompt_015.txt,1014,994,5,0,15,0,0,0.985207,0.980276,0.004931,0.000000,0.014793,0.000000,0.000000
gpt5_blog_prompt_001.txt,1198,1176,3,17,2,0,0,0.998331,0.981636,0.002504,0.014190,0.001669,0.000000,0.000000
