filename,total_words,exact_count,compound_count,proper_name_count,oov_count,archaic_icelandic_count,archaic_z_unverified_count,in_bin_ratio,exact_ratio,compound_ratio,proper_name_ratio,oov_ratio,archaic_icelandic_ratio,archaic_z_unverified_ratio
blog_ref_013.txt,1083,1008,2,59,14,0,0,0.987073,0.930748,0.001847,0.054478,0.012927,0.000000,0.000000
blog_ref_014.txt,1063,1000,11,38,14,0,0,0.986830,0.940734,0.010348,0.035748,0.013170,0.000000,0.000000
blog_ref_015.txt,1088,1060,7,18,3,0,0,0.997243,0.974265,0.006434,0.016544,0.002757,0.000000,0.000000
news_ref_001.txt,1045,882,5,111,47,0,2,0.955024,0.844019,0.004785,0.106220,0.044976,0.000000,0.001914
news_ref_002.txt,1080,1010,7,30,33,0,0,0.969444,0.935185,0.006481,0.027778,0.030556,0.000000,0.000000
news_ref_003.txt,1088,1019,10,43,16,0,0,0.985294,0.936581,0.009191,0.039522,0.014706,0.000000,0.000000
news_ref_004.txt,1077,972,14,75,16,0,0,0.985144,0.902507,0.012999,0.069638,0.014856,0.000000,0.000000
news_ref_005.txt,1045,956,25,13,51,0,0,0.951196,0.914833,0.023923,0.012440,0.048804,0.000000,0.000000
news_ref_006.txt,1093,1001,2,35,55,0,5,0.949680,0.915828,0.001830,0.032022,0.050320,0.000000,0.004575
news_ref_007.txt,1079,1013,7,43,16,0,0,0.985171,0.938832,0.006487,0.039852,0.014829,0.000000,0.000000
news_ref_008.txt,1071,1001,3,35,32,0,2,0.970121,0.934641,0.002801,0.032680,0.029879,0.000000,0.001867
news_ref_009.txt,1099,1046,3,37,13,0,0,0.988171,0.951774,0.002730,0.033667,0.011829,0.000000,0.000000
news_ref_010.txt,1093,1004,10,50,29,0,0,0.973468,0.918573,0.009149,0.045746,0.026532,0.000000,0.000000
news_ref_011.txt,1084,1018,5,35,26,0,0,0.976015,0.939114,0.004613,0.032288,0.023985,0.000000,0.000000
news_ref_012.txt,1077,1032,5,12,28,0,0,0.974002,0.958217,0.004643,0.011142,0.025998,0.000000,0.000000
news_ref_013.txt,1100,1005,6,57,32,0,0,0.970909,0.913636,0.005455,0.051818,0.029091,0.000000,0.000000
news_ref_014.txt,1072,960,4,73,35,0,0,0.967351,0.895522,0.003731,0.068097,0.032649,0.000000,0.000000
news_ref_015.txt,1044,802,9,72,161,0,0,0.845785,0.768199,0.008621,0.068966,0.154215,0.000000,0.000000
unseen_ref_001.txt,4592,3457,29,131,975,0,2,0.787674,0.752831,0.006315,0.028528,0.212326,0.000000,0.000436
unseen_ref_002.txt,5348,5085,25,89,149,0,1,0.972139,0.950823,0.004675,0.016642,0.027861,0.000000,0.000187
unseen_ref_003.txt,2538,2423,6,90,19,0,0,0.992514,0.954689,0.002364,0.035461,0.007486,0.000000,0.000000
unseen_ref_004.txt,6252,6072,36,41,103,0,0,0.983525,0.971209,0.005758,0.006558,0.016475,0.000000,0.000000
unseen_ref_005.txt,3571,3334,24,116,97,0,0,0.972837,0.933632,0.006721,0.032484,0.027163,0.000000,0.000000
unseen_ref_006.txt,4429,4112,40,46,231,0,2,0.947844,0.928426,0.009031,0.010386,0.052156,0.000000,0.000452
unseen_ref_007.txt,782,764,3,8,7,0,0,0.991049,0.976982,0.003836,0.010230,0.008951,0.000000,0.000000
unseen_ref_008.txt,8932,8395,43,182,312,0,1,0.965069,0.939879,0.004814,0.020376,0.034931,0.000000,0.000112
unseen_ref_009.txt,13036,12061,57,351,567,0,0,0.956505,0.925207,0.004373,0.026925,0.043495,0.000000,0.000000
unseen_ref_010.txt,1073,1003,6,24,40,0,2,0.962721,0.934762,0.005592,0.022367,0.037279,0.000000,0.001864
unseen_ref_011.txt,4101,3913,20,17,151,0,0,0.963180,0.954158,0.004877,0.004145,0.036820,0.000000,0.000000
unseen_ref_012.txt,4696,4355,35,47,259,0,0,0.944847,0.927385,0.007453,0.010009,0.055153,0.000000,0.000000
unseen_ref_013.txt,3783,3551,31,73,128,0,0,0.966164,0.938673,0.008195,0.019297,0.033836,0.000000,0.000000
unseen_ref_014.txt,1787,1647,12,16,112,0,0,0.937325,0.921656,0.006715,0.008954,0.062675,0.000000,0.000000
unseen_ref_015.txt,7989,7711,54,36,188,0,0,0.976468,0.965202,0.006759,0.004506,0.023532,0.000000,0.000000
